Neuron_1,Neuron_2,Neuron_3,Neuron_4,
0.56,0.00,0.56,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.55,0.00,0.55,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.54,0.00,0.54,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.53,0.00,0.53,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.52,0.00,
0.52,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.51,0.00,
0.51,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.50,0.00,0.50,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.49,0.00,0.49,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.48,0.00,0.48,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.47,0.00,0.47,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.46,0.00,0.46,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.45,0.00,0.45,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.44,0.00,0.44,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.43,0.00,0.43,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.42,0.00,0.42,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.41,0.00,0.41,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.40,0.00,0.40,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.39,0.00,0.39,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.38,0.00,0.38,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.37,0.00,
0.37,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.36,0.00,0.36,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.35,0.00,0.35,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.34,0.00,0.34,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.33,0.00,0.33,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.32,0.00,0.32,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.31,0.00,0.31,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
0.30,0.00,0.30,0.00,
